Name,Destination,Category,Time Spent,Group
Sunny Island,Arts,10.8,group40
Sunny Island,Arts,10.8,group41
Enchanting Rainforest,Entertainment,7.4,group42
Picturesque Beach,Beaches,7.1,group42
Unforgettable Lake,History,1.6,group42
Dazzling Plateau,Culture,10.5,group42
Picturesque River,Outdoors,5.6,group43
Legendary Beach,Architecture,4.1,group44
Picturesque River,Outdoors,5.6,group45
Majestic Waterfall,Beaches,10.1,group45
Enchanting Rainforest,Entertainment,7.4,group46
Incredible Island,Culture,3.1,group47
Spectacular Island,Nightlife,6.6,group47
Spectacular Beach,Culture,7.2,group47
Charming Gorge,Nightlife,5.0,group47
Dazzling Glacier,Nightlife,3.4,group48
Radiant Mountain,Architecture,2.1,group48
Enchanting Canyon,Food and Drink,10.2,group48
Tranquil Desert,Food and Drink,8.4,group48
Sunny Island,Arts,10.8,group49
Sunny Park,Religious Sites,10.1,group49
Sunny Island,Arts,10.8,group50
Dazzling Park,Food and Drink,3.5,group50
Captivating Jungle,Nature,1.6,group51
Charming Valley,Adventure,4.4,group52
Enchanting Mountain,History,4.7,group53
Magnificent Museum,History,1.0,group53
Spectacular Waterfall,Entertainment,3.1,group53
Legendary Beach,Architecture,4.1,group54
Tranquil Mountain,Food and Drink,7.6,group54
Thrilling Forest,History,3.1,group54
Enchanting Gorge,History,4.5,group54
Enchanting Mountain,History,4.7,group55
Magnificent Museum,History,1.0,group55
Dazzling Hill,Shopping,7.4,group55
Stunning Sea,Food and Drink,8.5,group56
Majestic Beach,Shopping,1.5,group56
Picturesque Volcano,Shopping,8.1,group56
Relaxing Gorge,Shopping,8.1,group56
Sunny Forest,Beaches,2.0,group57
Exotic Park,Beaches,1.6,group57
Unforgettable Museum,Adventure,2.9,group57
Radiant City,Adventure,2.3,group57
Radiant Canyon,Adventure,2.4,group57
Enchanting Mountain,History,4.7,group58
Magnificent Museum,History,1.0,group58
Sunny Volcano,Nature,6.6,group58
Charming Valley,Adventure,4.4,group59
Relaxing Museum,Adventure,6.8,group59
Charming Valley,Adventure,4.4,group60
Relaxing Museum,Adventure,6.8,group60
Stunning Park,Adventure,5.3,group60
Legendary Beach,Architecture,4.1,group61
Thrilling Valley,Religious Sites,1.9,group61
Glorious Mountain,Religious Sites,8.3,group61
Charming Valley,Adventure,4.4,group62
Sunny Island,Arts,10.8,group63
Dazzling Park,Food and Drink,3.5,group63
Sunny Forest,Beaches,2.0,group64
Peaceful Beach,Entertainment,1.1,group64
Exotic Sea,Arts,7.0,group64
Spectacular Museum,Arts,10.4,group64
Picturesque River,Outdoors,5.6,group65
Majestic Waterfall,Beaches,10.1,group65
Relaxing Sea,Culture,4.7,group65
Charming Valley,Adventure,4.4,group66
Relaxing Museum,Adventure,6.8,group66
Stunning Park,Adventure,5.3,group66
Sunny Island,Arts,10.8,group67
Dazzling Park,Food and Drink,3.5,group67
Exotic Meadow,Arts,9.0,group67
Charming Valley,Adventure,4.4,group68
Relaxing Museum,Adventure,6.8,group68
Stunning Park,Adventure,5.3,group68
Exotic City,Outdoors,5.1,group68
Sunny Island,Arts,10.8,group68
Enchanting Rainforest,Entertainment,7.4,group69
Sunny Forest,Beaches,2.0,group70
Exotic Park,Beaches,1.6,group70
Dazzling Canyon,Beaches,1.3,group70
Majestic Plateau,Beaches,10.0,group70
Stunning Sea,Food and Drink,8.5,group71
Majestic Beach,Shopping,1.5,group71
Regal Waterfall,Outdoors,3.9,group71
Enchanting Rainforest,Entertainment,7.4,group72
Legendary Beach,Architecture,4.1,group73
Thrilling Forest,History,3.1,group73
Adventurous City,Arts,4.0,group73
Enchanting Gorge,History,4.5,group73
Enchanting Mountain,History,4.7,group74
Unforgettable Desert,Religious Sites,8.5,group74
Magnificent Museum,History,1.0,group74
Dazzling Hill,Shopping,7.4,group74
Charming Valley,Adventure,4.4,group75
Stunning Sea,Food and Drink,8.5,group76
Enchanting Mountain,History,4.7,group77
Magnificent Museum,History,1.0,group77
Spectacular Meadow,History,5.7,group77
Regal Glacier,History,4.4,group77
Enchanting Rainforest,Entertainment,7.4,group78
Picturesque Beach,Beaches,7.1,group78
Charming Meadow,Arts,4.2,group78
Charming Mountain,Architecture,4.8,group78
Sunny Island,Arts,10.8,group79
Charming Valley,Adventure,4.4,group80
Relaxing Museum,Adventure,6.8,group80
Stunning Park,Adventure,5.3,group80
Charming Gorge,Nightlife,5.0,group80
Stunning Sea,Food and Drink,8.5,group81
Legendary Beach,Architecture,4.1,group82
Adventurous City,Arts,4.0,group82
Tranquil Plateau,Architecture,1.3,group82
Majestic Island,Architecture,8.5,group82
Majestic City,Nature,10.4,group82
Stunning Sea,Food and Drink,8.5,group83
Legendary Beach,Architecture,4.1,group84
Glorious Valley,Culture,2.4,group84
Legendary Beach,Architecture,4.1,group85
Charming Valley,Adventure,4.4,group86
Relaxing Museum,Adventure,6.8,group86
Stunning Park,Adventure,5.3,group86
Unforgettable Gorge,History,9.4,group86
Charming Valley,Adventure,4.4,group87
Relaxing Museum,Adventure,6.8,group87
Stunning Park,Adventure,5.3,group87
Magnificent Rock,Beaches,10.2,group87
Radiant Museum,Shopping,1.4,group88
Dazzling Hill,Shopping,7.4,group88
Enchanting Rainforest,Entertainment,7.4,group89
Majestic River,Religious Sites,8.1,group89
Charming Valley,Adventure,4.4,group90
Relaxing Museum,Adventure,6.8,group90
Stunning Park,Adventure,5.3,group90
Charming Gorge,Nightlife,5.0,group90
Radiant Museum,Shopping,1.4,group91
Glorious Park,Outdoors,7.7,group91
Fascinating Plateau,History,8.8,group91
Picturesque Gorge,Entertainment,9.4,group91
Stunning Sea,Food and Drink,8.5,group92
Majestic Beach,Shopping,1.5,group92
Serene Jungle,Arts,5.8,group92
Picturesque Volcano,Shopping,8.1,group92
Charming Valley,Adventure,4.4,group93
Incredible Island,Culture,3.1,group94
Enchanting Rainforest,Entertainment,7.4,group95
Enchanting Canyon,Food and Drink,10.2,group95
Charming Valley,Adventure,4.4,group96
Relaxing Museum,Adventure,6.8,group96
Stunning Park,Adventure,5.3,group96
Dazzling Park,Food and Drink,3.5,group96
Exotic City,Outdoors,5.1,group96
Thrilling Peak,Religious Sites,2.0,group97
Exotic Peak,Culture,8.4,group97
Legendary Beach,Architecture,4.1,group98
Adventurous City,Arts,4.0,group98
Legendary Beach,Architecture,4.1,group99
Glorious Valley,Culture,2.4,group99
Relaxing Mountain,Culture,9.0,group99
Thrilling Plateau,Culture,3.3,group99
Picturesque River,Outdoors,5.6,group100
Spectacular River,Arts,5.2,group100
Sunny Park,Religious Sites,10.1,group100
Legendary Beach,Architecture,4.1,group101
Adventurous City,Arts,4.0,group101
Glorious Sea,Beaches,8.1,group101
Tranquil Plateau,Architecture,1.3,group101
Majestic Island,Architecture,8.5,group101
Enchanting Rainforest,Entertainment,7.4,group102
Enchanting Canyon,Food and Drink,10.2,group102
Stunning Sea,Food and Drink,8.5,group103
Majestic Beach,Shopping,1.5,group103
Regal Waterfall,Outdoors,3.9,group103
Legendary Beach,Architecture,4.1,group104
Glorious Valley,Culture,2.4,group104
Relaxing Mountain,Culture,9.0,group104
Captivating Jungle,Nature,1.6,group105
Regal Hill,History,7.6,group105
Regal Rainforest,Beaches,2.9,group105
Adventurous Plateau,Entertainment,10.1,group105
Legendary Beach,Architecture,4.1,group106
Glorious Valley,Culture,2.4,group106
Thrilling Forest,History,3.1,group106
Relaxing Mountain,Culture,9.0,group106
Charming Valley,Adventure,4.4,group107
Relaxing Museum,Adventure,6.8,group107
Stunning Park,Adventure,5.3,group107
Charming Gorge,Nightlife,5.0,group107
Legendary Beach,Architecture,4.1,group108
Glorious Valley,Culture,2.4,group108
Relaxing Mountain,Culture,9.0,group108
Adventurous City,Arts,4.0,group108
Thrilling Plateau,Culture,3.3,group108
Charming Valley,Adventure,4.4,group109
Relaxing Museum,Adventure,6.8,group109
Stunning Park,Adventure,5.3,group109
Legendary Beach,Architecture,4.1,group110
Thrilling Forest,History,3.1,group110
Enchanting Gorge,History,4.5,group110
Enchanting Rainforest,Entertainment,7.4,group111
Enchanting Canyon,Food and Drink,10.2,group111
Dazzling Sea,Nature,5.2,group111
Legendary Beach,Architecture,4.1,group112
Tranquil Plateau,Architecture,1.3,group112
Majestic Island,Architecture,8.5,group112
Incredible Island,Culture,3.1,group113
Legendary Meadow,Architecture,7.0,group113
Fascinating Park,Religious Sites,3.6,group113
Captivating Island,Adventure,10.2,group113
Spectacular Beach,Culture,7.2,group113
Legendary Beach,Architecture,4.1,group114
Adventurous City,Arts,4.0,group114
Tranquil Plateau,Architecture,1.3,group114
Majestic Island,Architecture,8.5,group114
Radiant Museum,Shopping,1.4,group115
Glorious Park,Outdoors,7.7,group115
Fascinating Rainforest,Food and Drink,10.6,group115
Sunny Island,Arts,10.8,group116
Exotic Meadow,Arts,9.0,group116
Spectacular River,Arts,5.2,group116
Enchanting Rainforest,Entertainment,7.4,group117
Unforgettable Lake,History,1.6,group117
Charming Mountain,Architecture,4.8,group117
Dazzling Sea,Nature,5.2,group117
Dazzling Glacier,Nightlife,3.4,group118
Captivating Lake,Adventure,6.8,group118
Radiant Mountain,Architecture,2.1,group118
Legendary Rainforest,Nature,3.1,group118
Enchanting Lake,Religious Sites,6.0,group118
Captivating Jungle,Nature,1.6,group119
Regal Hill,History,7.6,group119
Regal Rainforest,Beaches,2.9,group119
Dazzling Plateau,Culture,10.5,group119
Stunning Sea,Food and Drink,8.5,group120
Enchanting Rainforest,Entertainment,7.4,group121
Charming Mountain,Architecture,4.8,group121
Charming Valley,Adventure,4.4,group122
Relaxing Museum,Adventure,6.8,group122
Stunning Park,Adventure,5.3,group122
Exotic City,Outdoors,5.1,group122
Stunning Sea,Food and Drink,8.5,group123
Majestic Beach,Shopping,1.5,group123
Regal Waterfall,Outdoors,3.9,group123
Picturesque Volcano,Shopping,8.1,group123
Sunny Island,Arts,10.8,group124
Exotic Meadow,Arts,9.0,group124
Spectacular River,Arts,5.2,group124
Dazzling Glacier,Nightlife,3.4,group125
Radiant Park,Entertainment,6.6,group125
Captivating Gorge,Entertainment,3.7,group125
Captivating Lake,Adventure,6.8,group125
Legendary Beach,Architecture,4.1,group126
Glorious Valley,Culture,2.4,group126
Relaxing Mountain,Culture,9.0,group126
Incredible Island,Culture,3.1,group127
Spectacular Island,Nightlife,6.6,group127
Spectacular Beach,Culture,7.2,group127
Legendary Beach,Architecture,4.1,group128
Tranquil Mountain,Food and Drink,7.6,group128
Thrilling Valley,Religious Sites,1.9,group128
Glorious Mountain,Religious Sites,8.3,group128
Sunny Island,Arts,10.8,group129
Sunny Island,Arts,10.8,group130
Dazzling Park,Food and Drink,3.5,group130
Exotic Meadow,Arts,9.0,group130
Enchanting Rainforest,Entertainment,7.4,group131
Unforgettable Lake,History,1.6,group131
Charming Valley,Adventure,4.4,group132
Relaxing Museum,Adventure,6.8,group132
Stunning Park,Adventure,5.3,group132
Exotic City,Outdoors,5.1,group132
Sunny Forest,Beaches,2.0,group133
Incredible Island,Culture,3.1,group134
Spectacular Beach,Culture,7.2,group134
Dazzling Glacier,Nightlife,3.4,group135
Radiant Park,Entertainment,6.6,group135
Enchanting Rainforest,Entertainment,7.4,group136
Picturesque River,Outdoors,5.6,group137
Spectacular Glacier,Shopping,3.1,group137
Enchanting Museum,Outdoors,8.2,group137
Glorious City,Outdoors,1.2,group137
Picturesque Hill,Shopping,8.0,group137
Stunning Sea,Food and Drink,8.5,group138
Radiant Museum,Shopping,1.4,group139
Picturesque Gorge,Entertainment,9.4,group139
Legendary Rock,Entertainment,1.1,group139
Exotic Sea,Arts,7.0,group139
Unforgettable Glacier,Religious Sites,9.8,group139
Incredible Island,Culture,3.1,group140
Thrilling Museum,Nature,5.3,group140
Spectacular Beach,Culture,7.2,group140
Stunning Sea,Food and Drink,8.5,group141
Majestic Beach,Shopping,1.5,group141
Picturesque Volcano,Shopping,8.1,group141
Relaxing Gorge,Shopping,8.1,group141
Sunny Forest,Beaches,2.0,group142
Exotic Sea,Arts,7.0,group142
Sunny Forest,Beaches,2.0,group143
Stunning Glacier,Religious Sites,4.7,group143
Charming Valley,Adventure,4.4,group144
Relaxing Museum,Adventure,6.8,group144
Stunning Park,Adventure,5.3,group144
Captivating Plateau,Religious Sites,10.2,group144
Incredible Island,Culture,3.1,group145
Legendary Meadow,Architecture,7.0,group145
Incredible Island,Culture,3.1,group146
Spectacular Beach,Culture,7.2,group146
Exotic City,Outdoors,5.1,group146
Charming Valley,Adventure,4.4,group147
Relaxing Museum,Adventure,6.8,group147
Legendary Beach,Architecture,4.1,group148
Thrilling Forest,History,3.1,group148
Adventurous City,Arts,4.0,group148
Enchanting Gorge,History,4.5,group148
Peaceful Glacier,History,9.3,group148
Sunny Forest,Beaches,2.0,group149
Peaceful Beach,Entertainment,1.1,group149
Adventurous River,Food and Drink,8.8,group149
Charming Valley,Adventure,4.4,group150
Relaxing Museum,Adventure,6.8,group150
Stunning Park,Adventure,5.3,group150
Adventurous Sea,Nature,1.6,group150
Serene Hill,Adventure,6.5,group150
Charming Valley,Adventure,4.4,group151
Relaxing Museum,Adventure,6.8,group151
Incredible Island,Culture,3.1,group152
Legendary Beach,Architecture,4.1,group153
Glorious Valley,Culture,2.4,group153
Relaxing Mountain,Culture,9.0,group153
Legendary Beach,Architecture,4.1,group154
Adventurous City,Arts,4.0,group154
Glorious Sea,Beaches,8.1,group154
Charming Valley,Adventure,4.4,group155
Relaxing Museum,Adventure,6.8,group155
Incredible Island,Culture,3.1,group156
Fascinating Park,Religious Sites,3.6,group156
Spectacular Beach,Culture,7.2,group156
Spectacular Mountain,Religious Sites,5.1,group156
Enchanting Mountain,History,4.7,group157
Unforgettable Desert,Religious Sites,8.5,group157
Dazzling Glacier,Nightlife,3.4,group158
Legendary Museum,Nightlife,4.6,group158
Spectacular Lake,Nightlife,3.0,group158
Charming Gorge,Nightlife,5.0,group158
Enchanting Rock,Nightlife,4.7,group158
Charming Valley,Adventure,4.4,group159
Relaxing Museum,Adventure,6.8,group159
Stunning Park,Adventure,5.3,group159
Dazzling Park,Food and Drink,3.5,group159
Enchanting Rainforest,Entertainment,7.4,group160
Picturesque Beach,Beaches,7.1,group160
Charming Mountain,Architecture,4.8,group160
Majestic Canyon,Architecture,2.6,group160
Regal Desert,Architecture,7.5,group160
Dazzling Glacier,Nightlife,3.4,group161
Radiant Park,Entertainment,6.6,group161
Enchanting Mountain,History,4.7,group162
Magnificent Museum,History,1.0,group162
Sunny Volcano,Nature,6.6,group162
Mysterious Sea,Beaches,1.5,group162
Spectacular Meadow,History,5.7,group162
Stunning Sea,Food and Drink,8.5,group163
Unforgettable Beach,Food and Drink,8.1,group163
Radiant Museum,Shopping,1.4,group164
Exotic Sea,Arts,7.0,group164
Dazzling Hill,Shopping,7.4,group164
Fascinating Museum,Architecture,9.7,group164
Charming Valley,Adventure,4.4,group165
Relaxing Museum,Adventure,6.8,group165
Incredible Island,Culture,3.1,group166
Thrilling Museum,Nature,5.3,group166
Sunny Island,Arts,10.8,group167
Dazzling Park,Food and Drink,3.5,group167
Sunny Park,Religious Sites,10.1,group167
Enchanting Mountain,History,4.7,group168
Charming Valley,Adventure,4.4,group169
Relaxing Museum,Adventure,6.8,group169
Stunning Park,Adventure,5.3,group169
Charming Valley,Adventure,4.4,group170
Relaxing Museum,Adventure,6.8,group170
Sunny Forest,Beaches,2.0,group171
Thrilling City,Nature,2.4,group171
Peaceful Beach,Entertainment,1.1,group171
Adventurous River,Food and Drink,8.8,group171
Dazzling Glacier,Nightlife,3.4,group172
Captivating Lake,Adventure,6.8,group172
Legendary Rainforest,Nature,3.1,group172
Radiant Museum,Shopping,1.4,group173
Glorious Park,Outdoors,7.7,group173
Tranquil Peak,Nature,8.8,group173
Captivating Jungle,Nature,1.6,group174
Regal Rainforest,Beaches,2.9,group174
Spectacular Gorge,Architecture,4.7,group174
Unforgettable Volcano,Nature,2.1,group174
Radiant River,Architecture,3.5,group174
Tranquil City,Beaches,1.0,group174
Tranquil Plateau,Architecture,1.3,group174
Dazzling Gorge,Beaches,5.1,group174
Dazzling Glacier,Nightlife,3.4,group175
Radiant Mountain,Architecture,2.1,group175
Enchanting Lake,Religious Sites,6.0,group175
Peaceful River,Religious Sites,3.5,group175
Spectacular Mountain,Religious Sites,5.1,group175
Charming Volcano,History,10.5,group175
Legendary Beach,Architecture,4.1,group176
Adventurous City,Arts,4.0,group176
Charming Valley,Adventure,4.4,group177
Relaxing Museum,Adventure,6.8,group177
Sunny Island,Arts,10.8,group178
Exotic Meadow,Arts,9.0,group178
Sunny Island,Arts,10.8,group179
Sunny Park,Religious Sites,10.1,group179
Exotic Meadow,Arts,9.0,group179
Enchanting Mountain,History,4.7,group180
Magnificent Museum,History,1.0,group180
Sunny Volcano,Nature,6.6,group180
Dazzling Hill,Shopping,7.4,group180
Stunning Sea,Food and Drink,8.5,group181
Sunny Island,Arts,10.8,group182
Exotic Meadow,Arts,9.0,group182
Legendary Beach,Architecture,4.1,group183
Glorious Valley,Culture,2.4,group183
Tranquil Mountain,Food and Drink,7.6,group183
Enchanting Rainforest,Entertainment,7.4,group184
Picturesque Beach,Beaches,7.1,group184
Legendary Beach,Architecture,4.1,group185
Glorious Valley,Culture,2.4,group185
Relaxing Mountain,Culture,9.0,group185
Charming Valley,Adventure,4.4,group186
Relaxing Museum,Adventure,6.8,group186
Stunning Park,Adventure,5.3,group186
Sunny Island,Arts,10.8,group186
Charming Valley,Adventure,4.4,group187
Relaxing Museum,Adventure,6.8,group187
Stunning Park,Adventure,5.3,group187
Charming Valley,Adventure,4.4,group188
Relaxing Museum,Adventure,6.8,group188
Stunning Park,Adventure,5.3,group188
Sunny Island,Arts,10.8,group188
Legendary Beach,Architecture,4.1,group189
Sunny Forest,Beaches,2.0,group190
Adventurous River,Food and Drink,8.8,group190
Sunny Sea,Outdoors,7.1,group190
Exotic Park,Beaches,1.6,group190
Magnificent Park,Food and Drink,4.3,group190
Legendary Beach,Architecture,4.1,group191
Glorious Valley,Culture,2.4,group191
Tranquil Mountain,Food and Drink,7.6,group191
Relaxing Mountain,Culture,9.0,group191
Sunny Forest,Beaches,2.0,group192
Adventurous River,Food and Drink,8.8,group192
Exotic Sea,Arts,7.0,group192
Sunny Island,Arts,10.8,group193
Exotic Meadow,Arts,9.0,group193
Enchanting Mountain,History,4.7,group194
Unforgettable Desert,Religious Sites,8.5,group194
Magnificent Museum,History,1.0,group194
Sunny Forest,Beaches,2.0,group195
Thrilling City,Nature,2.4,group195
Adventurous River,Food and Drink,8.8,group195
Exotic Park,Beaches,1.6,group195
Magnificent Park,Food and Drink,4.3,group195
Charming Valley,Adventure,4.4,group196
Relaxing Museum,Adventure,6.8,group196
Stunning Park,Adventure,5.3,group196
Serene Hill,Adventure,6.5,group196
Captivating Island,Adventure,10.2,group196
Charming Valley,Adventure,4.4,group197
Relaxing Museum,Adventure,6.8,group197
Charming Valley,Adventure,4.4,group198
Relaxing Museum,Adventure,6.8,group198
Incredible Island,Culture,3.1,group199
Spectacular Beach,Culture,7.2,group199
Fascinating Desert,Culture,9.4,group199
Peaceful Plateau,Culture,6.1,group199
Incredible Island,Culture,3.1,group200
Thrilling Museum,Nature,5.3,group200
Charming Valley,Adventure,4.4,group201
Relaxing Museum,Adventure,6.8,group201
Stunning Park,Adventure,5.3,group201
Captivating Jungle,Nature,1.6,group202
Magnificent City,Religious Sites,4.0,group202
Stunning Sea,Food and Drink,8.5,group203
Unforgettable Beach,Food and Drink,8.1,group203
Charming Valley,Adventure,4.4,group204
Relaxing Museum,Adventure,6.8,group204
Stunning Park,Adventure,5.3,group204
Charming Gorge,Nightlife,5.0,group204
Charming Valley,Adventure,4.4,group205
Relaxing Museum,Adventure,6.8,group205
Stunning Park,Adventure,5.3,group205
Sunny Island,Arts,10.8,group205
Charming Valley,Adventure,4.4,group206
Relaxing Museum,Adventure,6.8,group206
Stunning Park,Adventure,5.3,group206
Charming Valley,Adventure,4.4,group207
Relaxing Museum,Adventure,6.8,group207
Sunny Island,Arts,10.8,group208
Charming Valley,Adventure,4.4,group209
Relaxing Museum,Adventure,6.8,group209
Sunny Forest,Beaches,2.0,group210
Thrilling City,Nature,2.4,group210
Adventurous River,Food and Drink,8.8,group210
Exotic Sea,Arts,7.0,group210
Legendary Beach,Architecture,4.1,group211
Thrilling Forest,History,3.1,group211
Adventurous City,Arts,4.0,group211
Enchanting Gorge,History,4.5,group211
Sunny Forest,Beaches,2.0,group212
Peaceful Beach,Entertainment,1.1,group212
Picturesque Desert,Entertainment,8.4,group212
Exotic Park,Beaches,1.6,group212
Picturesque Gorge,Entertainment,9.4,group212
Charming Valley,Adventure,4.4,group213
Relaxing Museum,Adventure,6.8,group213
Stunning Park,Adventure,5.3,group213
Charming Gorge,Nightlife,5.0,group213
Exotic City,Outdoors,5.1,group213
Charming Valley,Adventure,4.4,group214
Relaxing Museum,Adventure,6.8,group214
Stunning Park,Adventure,5.3,group214
Enchanting Mountain,History,4.7,group215
Sunny Forest,Beaches,2.0,group216
Stunning Desert,Architecture,5.7,group216
Fascinating Museum,Architecture,9.7,group216
Sunny Forest,Beaches,2.0,group217
Exotic Park,Beaches,1.6,group217
Dazzling Canyon,Beaches,1.3,group217
Majestic Plateau,Beaches,10.0,group217
Charming Valley,Adventure,4.4,group218
Relaxing Museum,Adventure,6.8,group218
Stunning Park,Adventure,5.3,group218
Exotic City,Outdoors,5.1,group218
Sunny Island,Arts,10.8,group219
Enchanting Rainforest,Entertainment,7.4,group220
Charming Meadow,Arts,4.2,group220
Unforgettable Lake,History,1.6,group220
Charming Mountain,Architecture,4.8,group220
Legendary Beach,Architecture,4.1,group221
Stunning Volcano,Shopping,10.2,group221
Charming Valley,Adventure,4.4,group222
Relaxing Museum,Adventure,6.8,group222
Stunning Park,Adventure,5.3,group222
Charming Valley,Adventure,4.4,group223
Relaxing Museum,Adventure,6.8,group223
Stunning Park,Adventure,5.3,group223
Majestic Sea,Shopping,10.8,group223
Sunny Island,Arts,10.8,group224
Sunny Island,Arts,10.8,group225
Captivating Jungle,Nature,1.6,group226
Adventurous Museum,Outdoors,1.7,group226
Peaceful Mountain,Outdoors,3.0,group226
Incredible Peak,Outdoors,9.9,group226
Enchanting Park,Outdoors,9.1,group226
Sunny Island,Arts,10.8,group227
Captivating Jungle,Nature,1.6,group228
Magnificent City,Religious Sites,4.0,group228
Sunny Waterfall,Religious Sites,10.9,group228
Regal Rainforest,Beaches,2.9,group228
Sunny Forest,Beaches,2.0,group229
Peaceful Beach,Entertainment,1.1,group229
Adventurous River,Food and Drink,8.8,group229
Sunny Forest,Beaches,2.0,group230
Thrilling City,Nature,2.4,group230
Stunning Desert,Architecture,5.7,group230
Fascinating Museum,Architecture,9.7,group230
Exotic Park,Beaches,1.6,group230
Regal Canyon,Architecture,4.1,group230
Legendary Beach,Architecture,4.1,group231
Glorious Valley,Culture,2.4,group231
Thrilling Forest,History,3.1,group231
Relaxing Mountain,Culture,9.0,group231
Legendary Beach,Architecture,4.1,group232
Adventurous City,Arts,4.0,group232
Tranquil Plateau,Architecture,1.3,group232
Majestic Island,Architecture,8.5,group232
Sunny Jungle,Adventure,7.2,group232
Sunny Island,Arts,10.8,group233
Enchanting Mountain,History,4.7,group234
Magnificent Museum,History,1.0,group234
Sunny Volcano,Nature,6.6,group234
Mysterious Sea,Beaches,1.5,group234
Radiant Gorge,Adventure,5.5,group234
Spectacular Meadow,History,5.7,group234
